customer_id,first_name,last_name,email,city,credit_score,created_at
CUSYQK94DNMKZA3,Priscilla,Barrera,woodcarolyn@example.org,Thompsonfurt,705,1/29/2022
CUSA52960361I2H,Whitney,Downs,gvargas@example.org,Joshuaton,494,12/18/2025
CUSJ11YEDWB2BNE,Daniel,Martin,grantnicholas@example.net,Jonesmouth,602,8/31/2022
CUS0GET8T63J3R3,Bradley,Conway,christina63@example.org,Lake Carlyberg,646,4/16/2020
CUSQC1IYYO4UDOJ,Brian,Freeman,grimeschristine@example.org,Garcialand,426,2/6/2024
CUSN0JNWNYQW7LV,Nathan,Williams,cwarren@example.com,Taylorberg,364,3/16/2024
CUS6KOF8KRD5EQY,Ashley,Nelson,jeffreyherrera@example.com,Bartlettmouth,729,8/2/2025
CUS0FODRO8BNP84,Tara,Anthony,abarnes@example.net,West Joshuafurt,401,2/13/2023
CUST9MOGE4QXXVA,Jennifer,Glass,evan21@example.net,Snyderview,641,9/24/2021
CUS92H3TV3I12VJ,Gabriel,Marsh,henrykelly@example.net,Danielbury,448,6/16/2020
CUST2D5EM2VAJEP,Cheryl,Washington,higginseric@example.org,Kathrynborough,416,9/18/2019
CUSR2SDS8B25SQ8,Melanie,Roberts,keithrose@example.com,South Jessicashire,362,5/15/2024
CUS4PDZP6LFEWVZ,Joseph,Diaz,paulbrown@example.com,South Allisonfort,690,9/12/2025
CUSTQVDZ4X1ZHQI,Scott,Bowers,alewis@example.net,Jessicaville,647,2/1/2024
CUSO0LLJ8YRDDP0,Erin,Cruz,zsmith@example.org,North Sarahfurt,681,6/16/2020
CUSUVULEMX15Z8V,Jesse,Snyder,lharrison@example.org,North Zacharyberg,660,2/29/2020
CUSUHXID4N1U349,Matthew,Russell,susanwright@example.org,Jennifertown,326,10/30/2025
CUS73JGZLMA5UOF,Angela,Singh,latoya53@example.com,North Gary,331,1/11/2020
CUS0HPMNZ1UDBFW,Adam,Walton,joemiller@example.org,West Annette,383,1/19/2022
CUSPPVOHSMDYVSL,Kathleen,Martin,medinaelizabeth@example.org,North Evelynhaven,525,6/7/2023
CUS9BH811KERPET,Richard,Stone,patricia51@example.net,South Dustin,535,8/11/2024
CUSUYMO0PQCLPOX,Shane,Wolfe,anna72@example.com,Vaughnberg,596,4/16/2020
CUSO8G8QYNPDPOC,Elizabeth,Knapp,isantana@example.org,New Amanda,617,10/22/2022
CUSH2CWTG1M8XFD,Tyler,Stephens,njackson@example.org,Port Timothy,562,3/19/2021
CUSGF1C8WQUUY5X,Stephen,Cummings,jasonporter@example.net,Webbbury,630,7/18/2022
CUSFCPKJCSLQC3C,Courtney,Montes,kimberlymejia@example.net,Torresberg,392,11/24/2025
CUSVNU80B6UGVS8,Travis,Branch,oliviawallace@example.com,Brooksview,761,2/28/2020
CUS349DXBZ9SVN7,Donald,Cruz,calhoundavid@example.org,West Teresa,696,8/2/2023
CUS1YBWMLUNJ48V,Scott,Long,mstewart@example.net,West Jenniferton,453,9/27/2022
CUSCX7LXXEZDUXL,Gloria,Koch,michelle25@example.net,Elizabethbury,430,11/26/2024
CUSDYSAL8M1G9FK,Megan,Barber,eugenehernandez@example.net,Port Williammouth,403,9/10/2024
CUS145BM1ENF313,Paul,Maldonado,brendastrickland@example.com,South Debra,469,11/28/2023
CUSBNZ8V12II826,Bryan,Gates,rhonda73@example.net,Bryantport,498,2/15/2023
CUSYUP12SPFHV5B,Jesse,Brooks,hopkinsrobin@example.com,Collinsbury,792,3/1/2023
CUSTD44K1J6FP8H,Alisha,Matthews,lisamartinez@example.org,Jimenezbury,761,12/2/2022
CUS7OONNCILDZMF,Crystal,Paul,richard33@example.org,West Patrickfurt,339,3/21/2022
CUS7R31QW6AHF7V,Kelly,Scott,ymendoza@example.com,Lambertmouth,733,3/31/2020
CUS1IEIXWC4RTWU,Douglas,Brown,wendylane@example.org,Larrychester,447,4/8/2022
CUSPWIOXD9CSS9T,Tara,Barrett,robertsonalex@example.net,Janefurt,699,4/9/2024
CUSBNN0MCIXDU1E,Ian,Berger,morganbrittney@example.org,Smithfort,660,2/14/2025
CUSMX3Y9RGEZ7BH,Richard,Sampson,ikrause@example.net,East Tylerfort,504,6/21/2019
CUSLLO3RBXK5BXJ,Randy,Yang,craigford@example.net,Delgadomouth,676,11/25/2023
CUS606N9RR7S20C,Michele,Jefferson,hayesanna@example.org,New Lauraport,484,2/12/2025
CUSKDLKQZFPQ06W,Emily,Brown,bruce27@example.com,Jillstad,745,1/29/2022
CUSX2CYOS0FB4YP,Micheal,Berry,linda26@example.org,Geraldbury,429,10/3/2019
CUSIXN8BFQNPCEN,Danny,Pham,donnafrazier@example.net,Tiffanyport,621,2/15/2022
CUSIE0RNUJJQ9K6,Savannah,Campos,nunezlarry@example.net,Georgeburgh,802,3/30/2021
CUSE4Q6QDY4LMCT,John,Zimmerman,piercedavid@example.net,North Normaville,607,10/7/2020
CUSZ7W2SEHE2ATN,David,Rogers,youngfelicia@example.org,Lake Travisville,432,11/11/2025
CUS5COZROOUELCQ,Whitney,Montoya,ejones@example.com,Lawrencestad,829,11/12/2022
CUSE3TV1ES53SKF,Samuel,Moore,tylermichael@example.org,Garciafort,530,11/18/2022
CUS8SKCH8JWWDXV,Kevin,Sandoval,udavis@example.org,Scottberg,457,12/2/2020
CUSXZV4U3BBXUX1,Elizabeth,Powell,lbarajas@example.net,Woodsburgh,726,12/6/2025
CUSXRWK8R2YKCCP,Joseph,Middleton,irwinraymond@example.com,North Alexanderland,795,3/17/2024
CUSHVLZ049ENULQ,Rachel,Liu,jenniferarmstrong@example.com,West Courtneyfurt,573,1/16/2024
CUSIDKNWI5FLUL1,Mary,Hicks,syoung@example.org,Port Melissaport,810,10/9/2024
CUSQ5RDOQIVBKV4,Gary,Brewer,lindsaybrown@example.org,West Robinborough,781,3/16/2022
CUST4P501NOUHTC,Jason,Cisneros,chadcross@example.org,Pageton,816,1/19/2024
CUS1K9YE9O2M71H,Michelle,Diaz,xowens@example.org,Stonechester,821,7/3/2023
CUSSBELRQVSLWF9,Jonathan,Moore,tony38@example.net,Austinside,606,8/28/2025
CUSM3TZK3NY9V20,Kristen,Bright,ystone@example.org,East Jesse,327,9/10/2025
CUSR821UZVGWW4F,William,Rose,stewartbarry@example.com,Williamsshire,548,5/10/2019
CUSUZGPPOHSWQ40,Karen,Ferguson,phelpskelly@example.net,South Brianna,441,10/25/2024
CUSHLXSLG6MM1ZX,Andrea,Byrd,barry46@example.com,Matthewview,570,11/3/2025
CUSR8KK791ZYRRU,Kiara,Espinoza,david76@example.org,Sotoside,580,3/24/2022
CUSEYN9382KKZMP,Amber,Carrillo,ronaldvincent@example.net,Lake Carlosville,562,5/16/2024
CUSH3JUJD0IB6II,Heather,Williams,mlewis@example.com,New William,402,8/20/2023
CUSLRYE89FX5RX1,Sheila,Giles,taylorjacqueline@example.com,Reedton,594,8/8/2022
CUSKC1XI04B7P47,Mario,Savage,hbray@example.com,Schneidertown,337,6/15/2023
CUS2G05KBKV7MQX,Ronald,Mckinney,daviddawson@example.org,Kurtton,836,7/16/2024
CUS6ESJ3L0XZAMK,Mary,Rodriguez,johnprice@example.net,Pamelastad,497,12/19/2020
CUSVWOPLOD9R7AN,Erin,Brooks,david90@example.org,Allisonchester,757,12/29/2021
CUS8K0AXYCELOS6,Karen,Morales,pattersondaniel@example.net,Michaelshire,618,4/25/2020
CUSW7NH8RQ9NZ61,Sean,Chambers,irodriguez@example.net,East Dillonfort,523,10/10/2021
CUSYV2STN7E36HT,Jeffrey,Davis,melissa43@example.net,Nathanfort,468,9/5/2022
CUS4PYZR6QCEOUU,Michael,Henderson,kimwoods@example.org,South Jermainebury,615,3/31/2019
CUSO30UBMC97C7B,Steven,Meyer,hthomas@example.com,Harrisontown,718,1/7/2021
CUS119XP9N56NYX,Gabriela,Fowler,david77@example.org,North Johnside,436,11/25/2022
CUSE9OE9419QZPN,Arthur,Johnson,cwilliams@example.net,Emilyland,535,10/10/2021
CUSQFG51BXW76IC,Rodney,Stewart,tonyamcintyre@example.org,Scottmouth,334,1/3/2024
CUSVZB0OIH5CSK3,Jonathan,Jacobson,powellmarcus@example.com,North Amanda,626,6/23/2025
CUSVYLKFXHKC856,Lawrence,Roberts,vincent60@example.com,Kathleenfurt,737,3/26/2025
CUSR97Y2LOFN1R4,Eric,Henry,andrewsandrew@example.org,Port Kendraton,607,8/14/2020
CUS36U8UEIHX74D,Eric,Johnson,mlane@example.net,North Manuel,495,7/31/2019
CUSJYV5G10UR5L8,Anthony,Garcia,hjackson@example.com,East Michael,315,5/17/2021
CUS78E9RIVH6T1N,Nicholas,Liu,boyerrandy@example.net,South Taraville,846,1/11/2023
CUSLM5Q201LHLB5,Patrick,Turner,brownscott@example.org,Port Emily,449,3/8/2019
CUSJ7UPFLN4RXYJ,Jenna,Simmons,jefferyjones@example.org,Clarktown,800,7/2/2024
CUSQ0MFTG698S4C,Sara,Lewis,michelle17@example.net,New Bryanmouth,349,1/27/2019
CUSO4IZASNWYWRR,Jeffery,Johnson,thomas17@example.net,Petersonport,306,12/19/2024
CUSTATJ9A3Y36DD,Isaac,Smith,patrickjacobson@example.net,South Jamesland,452,9/14/2021
CUSGS3JONOU9IY4,Kenneth,Nguyen,mhill@example.net,Barberchester,332,1/18/2020
CUSONRWZC4XL996,Paul,Ruiz,denisemartinez@example.com,Port Vickieville,343,7/30/2021
CUSH55RBC76UB7L,Elizabeth,Stone,caroline74@example.com,New Angelamouth,512,8/1/2025
CUSF337KUU4YTN0,Briana,Walter,john22@example.org,West Alexanderland,380,8/13/2024
CUS0MDICVWV8LW2,Monique,Hernandez,taylor59@example.com,Petersonfort,761,7/2/2024
CUSITNGVN1KICJN,William,Garcia,whitepatricia@example.com,Kevinbury,457,5/15/2023
CUSLDALMJEGQTOA,Melissa,Miller,gina80@example.com,Jacksonton,662,3/20/2025
CUSDVLNKND669UG,Dustin,Cruz,donaldmoore@example.com,Scotthaven,689,11/25/2020
CUSEKRCPPRCJIWV,Spencer,Murray,fhoward@example.net,Williamton,500,2/19/2024
CUSDK8LW2LM349E,Ashlee,Carney,william40@example.com,South Christinachester,628,10/6/2025
CUS8HL88KZRUIN3,Kathryn,Torres,timothyjacobson@example.net,Port Edward,702,2/4/2023
CUSEUVTYT8QZPKY,Kristina,Brown,teresaolson@example.com,South Bradley,718,8/7/2024
CUSFKJFPNQVUT75,Christine,Ellis,jenningsjason@example.com,Douglasshire,728,2/4/2025
CUSB8Z3V6DIXFWU,Marilyn,Carter,tina67@example.org,Fletchermouth,709,9/20/2022
CUS8PAJSSUUQO1V,Michael,Howard,jpeters@example.com,Lanemouth,812,9/9/2020
CUSMADO8E7FLQHR,Clinton,Nolan,ortizkerry@example.net,North Jonathan,787,2/4/2020
CUSPZLK3E4XYF9I,Angel,Wheeler,lraymond@example.net,West Bobbyshire,478,3/10/2025
CUSFU8IOGXPBWHV,Shannon,Arroyo,misty57@example.com,West Ryan,698,1/19/2019
CUSZH13CD5GLQJ5,Paul,Wise,jray@example.org,Wardfurt,840,7/7/2022
CUSVWVM4W3ZKWDE,Donna,Mccullough,dustinbarnett@example.com,New Matthewview,420,9/4/2021
CUSKGYSPENGWYX9,Vincent,Robinson,reedjanice@example.org,Jackland,470,6/28/2024
CUSKG4W58RHNUXO,Mary,Thompson,samantha37@example.com,Crossberg,803,8/30/2023
CUSZPGU2HBIK2U1,Zachary,Carter,dianemueller@example.org,East Richardhaven,807,3/1/2025
CUSSUJT9T11PHP0,Diane,Simpson,hroberts@example.com,New Jordan,553,5/4/2022
CUS5BJ5D5E3H0Y4,Zachary,Parks,jcole@example.com,South Markbury,738,11/10/2020
CUSW232UTVG9KU8,Danielle,Sullivan,kathywhite@example.org,East Jennifershire,826,1/26/2020
CUSE1OCJXZEFLI4,Brandon,Roach,jsimon@example.org,New Daniel,702,6/27/2024
CUSFWWNC21O0Z5Q,Howard,Barry,omiller@example.com,Lake Jessicastad,799,9/2/2022
CUSU54D8WZ42O83,Matthew,Meyer,brendamitchell@example.org,North Kevin,806,1/4/2022
CUSLKTE4261BW4A,Holly,Mills,stevenpayne@example.org,West Kennethhaven,461,12/13/2023
CUSQ9P965K55DMC,Cristina,Cuevas,rpage@example.com,Manuelstad,469,8/1/2019
CUSOKZIXZAREIYA,Katie,Payne,adriana12@example.org,Frankshire,651,5/8/2020
CUS9PECN0DL5E11,Ashley,Peters,kimberlypatterson@example.com,Combsburgh,436,8/8/2020
CUSCUVFMH07WPH6,Virginia,Garcia,penaarthur@example.net,Davenportburgh,443,5/19/2020
CUSVN8LFJDTVV2Y,Courtney,Avery,henry13@example.org,Caseborough,608,4/21/2021
CUSSS0KB68RERVT,Shannon,Dunn,jesusgonzalez@example.net,Carlsonfort,312,1/19/2023
CUS7E4UNY181ACJ,April,Rogers,silvakenneth@example.com,Lake Devon,340,9/5/2019
CUS8OKZ1POXTFDC,Lauren,Hopkins,warrenwilliam@example.com,North Danielle,508,9/28/2020
CUSTOW4YCZ04CDP,Sarah,Lewis,tyler05@example.net,North Anthonyview,764,11/12/2025
CUSVL00EZZF8S2Z,Charles,Miller,jesse31@example.com,South Jennifer,470,3/4/2023
CUSE2J51B3JCZUC,Kathy,Spencer,xavierleon@example.com,South Rebeccaburgh,766,9/23/2024
CUSMRUNJDU0ISB5,Frances,Jackson,michaelgregory@example.net,West Victoria,550,7/8/2019
CUSQNF74T60PLOZ,Kari,Weber,jillray@example.net,Tiffanymouth,577,11/16/2019
CUSUEYBISBO551L,Harold,Rodriguez,shane04@example.com,West Michelleshire,388,3/15/2025
CUSQNK20IN8910T,Melinda,Jones,rioselizabeth@example.org,Smithchester,551,9/8/2020
CUSAOIM458AX40D,Natalie,Wang,fgates@example.com,Brandonmouth,842,9/2/2021
CUSP89FKBI4O6Q0,Malik,Hall,olane@example.org,South Tiffany,397,9/1/2024
CUSE3CUP8IJL2Z0,Sarah,Malone,mcooper@example.net,Brycebury,625,1/29/2024
CUSJCH2VFFQOT8H,Gina,Taylor,amandamontes@example.org,Port Jeffreystad,615,3/12/2024
CUSJEFY3ZB4LDIM,Daniel,Patterson,allison92@example.org,West Michaelberg,825,7/20/2019
CUSYJ9BOQ0IQ2FA,Madison,Watson,james59@example.net,East Aliciafort,527,6/19/2020
CUSHOY7DV7C9HX3,Brandon,Wheeler,leslie60@example.org,New Kelly,394,9/20/2022
CUSE7B7P0RNPM6J,Rachel,Curry,jessica85@example.net,New Jesse,756,8/31/2020
CUSBWIKOTCKEH5S,John,Johnson,nelsonmatthew@example.com,North Loriland,319,4/16/2023
CUS2MTR6SNGLH62,Steven,Hebert,diazalyssa@example.net,Robinton,359,4/16/2024
CUST199DXJ37C9H,Lauren,Mcdonald,traciewest@example.net,Pachecoburgh,697,12/24/2022
CUS79GIL0MVZMUF,Lance,Hardy,jeffreybeard@example.org,West Michaelshire,492,7/9/2024
CUSTGBCVARLW3MG,Gregory,Walker,joelbennett@example.com,West John,631,9/1/2019
CUSAV71448N7ODK,David,Grimes,djones@example.org,Jacksontown,439,10/7/2020
CUS0PXRLZU6WMX3,Daniel,Marsh,regina14@example.com,New Erin,687,6/10/2022
CUS0KGAZU41UGL3,William,Parker,crystalowens@example.com,West Keith,526,5/5/2025
CUSDRLCMLW83Y0M,Paul,Green,scottjennifer@example.net,Contrerasfort,311,12/22/2021
CUSHYM2ZBPPFO5M,Hayden,Foley,longheather@example.org,Phillipburgh,684,2/20/2020
CUS32U1IQ2BAJDM,Stephanie,Green,paulanna@example.com,Austintown,684,10/21/2020
CUS0T6DVWRB7F6F,Michael,Parsons,xrivera@example.net,Coryberg,403,9/18/2022
CUSHGZZ0JKIBU4F,Brittany,Davis,emclean@example.com,Wendyport,669,1/16/2019
CUSPKXVHAGKC4LO,Nancy,Murphy,joseph13@example.com,East Robertchester,800,12/21/2021
CUSDTG5NQJQIJC1,Michael,York,lauren12@example.com,Smithburgh,399,12/18/2019
CUSY3O1ICNS8Y7U,Denise,Rush,timothy54@example.net,Edwardchester,541,5/4/2024
CUSKO4BUSU9F8Q8,Walter,Martin,ramseyemily@example.net,Colechester,471,5/17/2021
CUS3EP9P9W4J66C,Todd,Campbell,richard54@example.com,North Amy,697,3/28/2025
CUSOLJQ52WSPOFV,Lisa,Taylor,madams@example.org,West Rebeccamouth,402,3/8/2020
CUSUDKTMONRVBJF,Teresa,Walter,martinnicholas@example.com,Joshuamouth,711,6/8/2019
CUSO5YBRJNM2L44,Robin,Collins,maryperez@example.net,East Jeffrey,400,7/22/2021
CUSE9P3JPXGH301,Karen,Ali,sanchezandrea@example.net,South James,682,8/19/2019
CUSSFLSE45BG34I,Mark,Russell,sarah34@example.com,Lake Tracy,767,7/27/2019
CUS7ZJ3SWEBNVG5,Erin,Taylor,holdencharles@example.com,Lake Kristinfurt,658,11/11/2022
CUSF60YKNFU84XY,Grant,Torres,nscott@example.com,Jeffreyfort,575,8/5/2023
CUSS58YREG2IV7Z,Stephanie,Decker,jeffery86@example.net,Maciashaven,581,10/2/2023
CUS64QHKSWVA984,Jonathan,Rhodes,joannahall@example.net,East Dominique,589,5/7/2022
CUSYRMJLJX8XGSI,Lisa,Lowe,fhernandez@example.net,Port Johnmouth,358,9/23/2025
CUSOLFARK6O0U93,Stephanie,Alvarez,bethanycooley@example.com,Port Lisaside,651,6/29/2021
CUSYWR7MKGXUKQ0,Christopher,Guerrero,heathernguyen@example.net,Josephport,487,10/6/2022
CUSXII5P5NVQEBW,Joann,Boyer,lopezlisa@example.org,Melissafurt,372,4/18/2024
CUS6S5NKB4EHOU6,Ashlee,Davidson,moorejulie@example.net,North Gabrielstad,768,8/9/2020
CUSLZ2RWGWAJ1G1,Catherine,Graves,jamesfisher@example.com,Williamstown,801,12/27/2019
CUSEPPPRAT0861T,Amanda,Simmons,jamesbell@example.com,Kennedyside,318,1/17/2019
CUSWIYMENVG3KK0,Andrew,Harris,campbellerin@example.org,Watkinsville,836,10/15/2022
CUSPYE9R1F63AI9,Christopher,Golden,lmorris@example.com,South Richard,516,3/31/2019
CUSVGNXB5JTB9XX,Amber,Khan,genepalmer@example.com,West John,320,7/17/2019
CUSYPNTRFZWKXXJ,Shawn,Thompson,hancockangela@example.org,Westberg,440,9/12/2023
CUS3DZEEDHHJSHZ,Joseph,Lee,uchoi@example.com,East Vanessa,602,10/18/2020
CUSBRH7LAY64YFD,Michael,Norman,alane@example.com,Brookebury,823,11/4/2019
CUS0DJI9KQDGBK2,Haley,Bush,stephanie23@example.net,Port Danielle,620,10/11/2023
CUS0D1B4XGMPW5D,Richard,Hawkins,kelsey63@example.net,South Justinmouth,650,1/19/2021
CUSEOQ4YRP5GE09,Curtis,Moore,linda13@example.net,Bishopfurt,463,2/29/2020
CUSOV2YGNMBY49E,Timothy,Webb,frankmorrison@example.net,Jonesmouth,799,4/7/2020
CUS5PCXA5S00I85,Cory,Dominguez,butlerrenee@example.com,Owensport,831,11/12/2024
CUSYWP0RXXF36WA,Seth,Bowen,dsingleton@example.org,Port Stacychester,460,9/1/2024
CUS445CRI8BIXOI,Roy,Andrews,kim38@example.net,Wendyport,770,12/25/2023
CUS2Q4QERXDOUAD,Mark,Weaver,cartertracy@example.org,Turnershire,611,9/13/2024
CUSUXQM334L1VZN,Amanda,Wilkinson,mbrown@example.net,Robertsstad,763,4/12/2020
CUSDXAMW2TND6R3,Laurie,Davis,murphyjames@example.com,East Heidi,719,3/14/2020
CUSJHE4H3GM1BWY,Dustin,Terrell,richardvaldez@example.org,New Gregoryberg,426,1/20/2024
CUSQVS8A0TPV726,Eric,Kennedy,dayrichard@example.net,Lisaville,477,6/9/2020
CUSDXVL5PVYIOMK,Larry,Burke,zclark@example.org,New Jeffreyborough,436,7/19/2020
CUSOZ0KZ4Z7WHWK,Jason,Ewing,stacy84@example.net,South Alexandra,653,6/27/2020
CUS9X8SYLEMRUYP,Brian,Williams,robbinslauren@example.org,East Briantown,846,3/17/2022
CUS5PADNBCJ29YF,Steve,Gordon,alexander88@example.org,West Lisa,363,4/23/2022
CUSHTMQWYUIXNS2,Michael,Baker,xavierfrazier@example.net,Barnesburgh,594,7/12/2019
CUS7N89LTAJW253,Heather,Stevens,ethomas@example.com,Danfort,676,8/7/2025
CUSTV18KGYGGSNP,Stacy,Christian,austinesparza@example.com,Evelynburgh,570,6/16/2020
CUSF4AQ7B7V1W4K,Elizabeth,Smith,iweber@example.com,Lake Chrisbury,666,10/26/2019
CUS2LHGCSOTDHHL,Michael,Davies,johndonovan@example.net,Desireemouth,669,4/17/2022
CUSH1T939AYQ6WW,Amy,Hughes,judithcross@example.com,East Brandonport,340,8/7/2022
CUSN2EJ0AS1SSRK,Sandra,Johnson,robert50@example.com,Drakemouth,497,8/5/2022
CUSS8G8TACY15PD,Patricia,Pacheco,garyfleming@example.com,Diazfurt,850,11/18/2023
CUSX70FQLDB2UUI,Lorraine,Cowan,williamsweeney@example.com,West Melissafort,564,7/28/2023
CUSNWPAYTXW1VZC,Tara,Alvarez,masonbrown@example.org,New Frankfurt,814,3/10/2020
CUSKYVK7N3BFH02,Amanda,Davis,turnerfrank@example.org,Thomasburgh,602,8/13/2020
